fact_pk,sprint_pk,team_pk,committed_story_points_completed,committed_story_points,story_points_completed,story_points_committed_at_start,avg_velocity_3_sprints,avg_velocity_4_sprints,story_points_added_during_sprint,story_points_removed_during_sprint,story_points_modified_scope,stories_with_modified_estimate,stories_completed,stories_estimated,total_stories
692,23,2,22,22,24,22,21.00,20.50,3,0,0,1,3,3,3
693,24,2,20,20,22,20,19.00,18.50,3,0,2,1,3,3,3
694,25,2,19,21,25,21,20.00,19.50,1,0,0,1,3,3,3
695,26,2,17,22,25,22,21.00,20.50,1,0,1,0,3,3,3
696,28,2,20,21,22,21,20.00,19.50,4,0,4,0,3,3,3
697,29,2,18,22,24,22,21.00,20.50,1,1,1,1,3,3,3
698,30,2,19,20,23,20,19.00,18.50,4,0,0,0,3,3,3
699,31,2,17,21,23,21,20.00,19.50,1,1,1,1,3,3,3
700,32,2,17,22,25,22,21.00,20.50,1,0,0,0,3,3,3
701,33,2,17,20,23,20,19.00,18.50,0,0,4,1,3,3,3
702,34,2,21,21,25,21,20.00,19.50,1,1,0,1,3,3,3
703,35,2,18,22,26,22,21.00,20.50,3,0,0,1,3,3,3
704,36,2,20,20,21,20,19.00,18.50,1,0,3,1,3,3,3
705,37,2,19,21,24,21,20.00,19.50,4,1,1,0,3,3,3
706,38,2,22,22,22,22,21.00,20.50,1,0,0,0,3,3,3
707,39,2,19,20,20,20,19.00,18.50,1,0,1,0,3,3,3
708,40,2,17,21,25,21,20.00,19.50,4,0,3,0,3,3,3
709,41,2,22,22,23,22,21.00,20.50,3,1,0,1,3,3,3
710,42,2,19,20,22,20,19.00,18.50,4,0,4,1,3,3,3
711,43,2,17,21,23,21,20.00,19.50,1,0,2,0,3,3,3
712,44,2,18,22,22,22,21.00,20.50,1,0,4,1,3,3,3
713,45,2,20,20,24,20,19.00,18.50,0,0,2,1,3,3,3
714,46,2,19,21,23,21,20.00,19.50,0,1,1,1,3,3,3
715,47,2,19,22,23,22,21.00,20.50,1,0,4,0,3,3,3
716,48,2,16,20,20,20,19.00,18.50,1,0,1,0,3,3,3
717,49,2,19,21,23,21,20.00,19.50,2,1,3,0,3,3,3
718,50,2,19,22,23,22,21.00,20.50,2,0,0,1,3,3,3
719,51,2,18,20,23,20,19.00,18.50,0,0,3,1,3,3,3
720,52,2,20,21,21,21,20.00,19.50,0,0,1,1,3,3,3
721,4,3,20,21,22,21,20.00,19.50,2,0,0,1,3,3,3
722,5,3,22,22,23,22,21.00,20.50,4,0,2,1,3,3,3
723,6,3,17,20,22,20,19.00,18.50,3,0,1,1,3,3,3
724,7,3,18,21,22,21,20.00,19.50,0,1,3,1,3,3,3
725,8,3,22,22,23,22,21.00,20.50,3,1,0,1,3,3,3
726,9,3,18,20,21,20,19.00,18.50,4,0,0,0,3,3,3
727,10,3,22,21,24,21,20.00,19.50,2,1,3,0,3,3,3
728,11,3,22,22,23,22,21.00,20.50,3,0,0,0,3,3,3
729,12,3,19,20,22,20,19.00,18.50,2,0,3,0,3,3,3
730,13,3,17,21,22,21,20.00,19.50,1,0,1,0,3,3,3
731,14,3,21,22,26,22,21.00,20.50,1,0,0,1,3,3,3
732,15,3,19,20,20,20,19.00,18.50,0,1,0,0,3,3,3
733,16,3,19,21,25,21,20.00,19.50,4,1,1,0,3,3,3
734,17,3,22,22,25,22,21.00,20.50,0,0,4,1,3,3,3
735,18,3,16,20,23,20,19.00,18.50,3,0,0,0,3,3,3
736,19,3,17,21,24,21,20.00,19.50,3,0,4,0,3,3,3
737,20,3,19,22,23,22,21.00,20.50,1,0,1,0,3,3,3
738,21,3,18,20,21,20,19.00,18.50,2,0,3,1,3,3,3
739,22,3,17,21,23,21,20.00,19.50,2,0,2,1,3,3,3
740,23,3,19,22,23,22,21.00,20.50,1,0,1,1,3,3,3
741,24,3,16,20,22,20,19.00,18.50,1,1,3,0,3,3,3
742,25,3,19,21,24,21,20.00,19.50,1,0,3,1,3,3,3
743,26,3,22,22,26,22,21.00,20.50,3,1,4,1,3,3,3
744,28,3,22,21,23,21,20.00,19.50,1,0,5,1,3,3,3
745,29,3,22,22,25,22,21.00,20.50,1,1,0,0,3,3,3
746,30,3,16,20,23,20,19.00,18.50,3,0,2,1,3,3,3
747,31,3,19,21,22,21,20.00,19.50,1,1,0,0,3,3,3
748,32,3,19,22,22,22,21.00,20.50,2,0,1,1,3,3,3
749,33,3,21,20,22,20,19.00,18.50,0,1,5,1,3,3,3
750,34,3,18,21,22,21,20.00,19.50,4,1,0,0,3,3,3
751,35,3,21,22,23,22,21.00,20.50,1,0,3,1,3,3,3
752,36,3,21,20,23,20,19.00,18.50,1,1,3,1,3,3,3
753,37,3,21,21,21,21,20.00,19.50,3,0,4,1,3,3,3
754,38,3,22,22,23,22,21.00,20.50,2,0,0,0,3,3,3
755,39,3,20,20,24,20,19.00,18.50,3,0,1,0,3,3,3
756,40,3,18,21,23,21,20.00,19.50,2,0,1,1,3,3,3
757,41,3,19,22,23,22,21.00,20.50,3,0,0,0,3,3,3
758,42,3,18,20,22,20,19.00,18.50,1,0,0,1,3,3,3
759,43,3,22,21,22,21,20.00,19.50,2,1,0,1,3,3,3
760,44,3,22,22,23,22,21.00,20.50,2,1,4,1,3,3,3
761,45,3,20,20,23,20,19.00,18.50,2,0,3,0,3,3,3
762,46,3,20,21,24,21,20.00,19.50,1,1,4,0,3,3,3
763,47,3,18,22,22,22,21.00,20.50,4,0,5,0,3,3,3
764,48,3,21,20,21,20,19.00,18.50,3,0,0,1,3,3,3
765,49,3,16,21,23,21,20.00,19.50,2,1,1,0,3,3,3
766,50,3,18,22,23,22,21.00,20.50,1,1,0,1,3,3,3
767,51,3,16,20,21,20,19.00,18.50,0,0,0,1,3,3,3
768,52,3,22,21,24,21,20.00,19.50,2,0,2,0,3,3,3
769,4,4,8,15,18,15,15.00,14.50,1,0,2,1,2,2,2
770,5,4,10,16,19,16,16.00,15.50,4,0,1,1,2,2,2
771,6,4,11,17,19,17,14.00,13.50,0,0,1,1,2,2,2
772,7,4,10,18,20,18,15.00,14.50,2,1,4,1,2,2,2
773,8,4,8,15,20,15,16.00,15.50,4,0,2,0,2,2,2
774,9,4,15,16,18,16,14.00,13.50,2,0,0,0,2,2,2
775,10,4,14,17,22,17,15.00,14.50,4,0,1,0,2,2,2
776,11,4,11,18,18,18,16.00,15.50,1,0,1,0,2,2,2
777,12,4,8,15,15,15,14.00,13.50,3,0,0,0,2,2,2
778,13,4,11,16,18,16,15.00,14.50,2,0,3,1,2,2,2
779,14,4,13,17,20,17,16.00,15.50,2,0,0,0,2,2,2
780,15,4,16,18,20,18,14.00,13.50,0,1,0,1,2,2,2
781,16,4,15,15,15,15,15.00,14.50,1,1,2,0,2,2,2
782,17,4,14,16,21,16,16.00,15.50,3,0,0,0,2,2,2
783,18,4,14,17,22,17,14.00,13.50,5,0,1,1,2,2,2
784,19,4,15,18,24,18,15.00,14.50,4,1,3,1,2,2,2
785,20,4,11,15,20,15,16.00,15.50,2,0,0,1,2,2,2
786,21,4,9,16,22,16,14.00,13.50,1,0,3,1,2,2,2
787,22,4,16,17,17,17,15.00,14.50,5,0,4,0,2,2,2
788,23,4,10,18,18,18,16.00,15.50,1,1,1,1,2,2,2
789,24,4,12,15,21,15,14.00,13.50,1,1,2,0,2,2,2
790,25,4,14,16,19,16,15.00,14.50,1,0,0,0,2,2,2
791,26,4,13,17,19,17,16.00,15.50,4,0,1,1,2,2,2
792,28,4,13,15,21,15,15.00,14.50,1,1,4,0,2,2,2
793,29,4,8,16,18,16,16.00,15.50,2,1,0,1,2,2,2
794,30,4,14,17,17,17,14.00,13.50,4,0,2,1,2,2,2
795,31,4,18,18,22,18,15.00,14.50,4,0,3,1,2,2,2
796,32,4,13,15,18,15,16.00,15.50,0,0,2,1,2,2,2
797,33,4,12,16,16,16,14.00,13.50,2,0,1,0,2,2,2
798,34,4,15,17,21,17,15.00,14.50,2,1,2,0,2,2,2
799,35,4,10,18,20,18,16.00,15.50,2,0,3,1,2,2,2
800,36,4,15,15,17,15,14.00,13.50,5,1,0,1,2,2,2
801,37,4,14,16,20,16,15.00,14.50,0,0,0,0,2,2,2
802,38,4,11,17,21,17,16.00,15.50,5,0,4,1,2,2,2
803,39,4,17,18,24,18,14.00,13.50,5,0,0,0,2,2,2
804,40,4,8,15,17,15,15.00,14.50,1,0,1,1,2,2,2
805,41,4,12,16,18,16,16.00,15.50,4,0,0,1,2,2,2
806,42,4,16,17,18,17,14.00,13.50,5,0,1,1,2,2,2
807,43,4,10,18,23,18,15.00,14.50,5,0,0,1,2,2,2
808,44,4,15,15,18,15,16.00,15.50,3,0,3,1,2,2,2
809,45,4,15,16,21,16,14.00,13.50,1,0,4,0,2,2,2
810,46,4,10,17,23,17,15.00,14.50,3,0,3,1,2,2,2
811,47,4,17,18,24,18,16.00,15.50,4,0,2,0,2,2,2
812,48,4,14,15,19,15,14.00,13.50,2,0,2,1,2,2,2
813,49,4,14,16,20,16,15.00,14.50,2,0,2,0,2,2,2
814,50,4,16,17,19,17,16.00,15.50,4,0,1,0,2,2,2
815,51,4,17,18,19,18,14.00,13.50,0,0,4,1,2,2,2
816,52,4,14,15,18,15,15.00,14.50,3,1,0,0,2,2,2
817,4,5,11,15,18,15,15.00,14.50,2,0,2,1,2,2,2
818,5,5,12,16,19,16,16.00,15.50,5,0,0,1,2,2,2
819,6,5,14,17,17,17,14.00,13.50,1,0,1,1,2,2,2
820,7,5,12,18,20,18,15.00,14.50,1,1,0,0,2,2,2
821,8,5,8,15,18,15,16.00,15.50,0,1,3,0,2,2,2
822,9,5,10,16,19,16,14.00,13.50,4,0,0,1,2,2,2
823,10,5,16,17,20,17,15.00,14.50,4,1,3,0,2,2,2
824,11,5,13,18,23,18,16.00,15.50,3,0,1,1,2,2,2
825,12,5,8,15,15,15,14.00,13.50,1,1,1,0,2,2,2
826,13,5,16,16,19,16,15.00,14.50,0,0,0,0,2,2,2
827,14,5,9,17,19,17,16.00,15.50,2,0,3,1,2,2,2
828,15,5,14,18,20,18,14.00,13.50,1,1,2,0,2,2,2
829,16,5,14,15,19,15,15.00,14.50,1,0,2,0,2,2,2
830,17,5,9,16,19,16,16.00,15.50,2,0,0,1,2,2,2
831,18,5,13,17,20,17,14.00,13.50,2,0,0,0,2,2,2
832,19,5,10,18,20,18,15.00,14.50,2,1,0,0,2,2,2
833,20,5,8,15,16,15,16.00,15.50,1,0,0,1,2,2,2
834,21,5,15,16,19,16,14.00,13.50,4,0,3,1,2,2,2
835,22,5,12,17,19,17,15.00,14.50,3,0,2,0,2,2,2
836,23,5,15,18,19,18,16.00,15.50,1,1,0,1,2,2,2
837,24,5,14,15,17,15,14.00,13.50,1,0,1,1,2,2,2
838,25,5,14,16,19,16,15.00,14.50,1,1,3,0,2,2,2
839,26,5,14,17,23,17,16.00,15.50,4,1,0,1,2,2,2
840,28,5,15,15,19,15,15.00,14.50,3,0,1,0,2,2,2
841,29,5,8,16,17,16,16.00,15.50,1,0,0,1,2,2,2
842,30,5,15,17,18,17,14.00,13.50,3,1,1,1,2,2,2
843,31,5,12,18,21,18,15.00,14.50,2,0,2,0,2,2,2
844,32,5,8,15,16,15,16.00,15.50,0,0,0,0,2,2,2
845,33,5,9,16,19,16,14.00,13.50,4,0,4,0,2,2,2
847,35,5,11,18,24,18,16.00,15.50,1,1,0,1,2,2,2
848,36,5,10,15,18,15,14.00,13.50,1,0,1,1,2,2,2
849,37,5,8,16,21,16,15.00,14.50,4,1,3,1,2,2,2
850,38,5,14,17,21,17,16.00,15.50,1,0,0,0,2,2,2
852,40,5,11,15,20,15,15.00,14.50,1,0,1,1,2,2,2
853,41,5,13,16,21,16,16.00,15.50,3,0,2,0,2,2,2
854,42,5,13,17,22,17,14.00,13.50,3,1,4,0,2,2,2
855,43,5,16,18,22,18,15.00,14.50,0,0,2,1,2,2,2
856,44,5,11,15,16,15,16.00,15.50,4,1,0,1,2,2,2
857,45,5,13,16,19,16,14.00,13.50,1,0,1,0,2,2,2
858,46,5,14,17,19,17,15.00,14.50,5,0,0,0,2,2,2
859,47,5,15,18,20,18,16.00,15.50,1,0,0,1,2,2,2
860,48,5,14,15,19,15,14.00,13.50,1,0,0,0,2,2,2
861,49,5,8,16,21,16,15.00,14.50,3,0,1,1,2,2,2
862,50,5,11,17,22,17,16.00,15.50,2,0,2,0,2,2,2
863,51,5,16,18,21,18,14.00,13.50,3,0,1,1,2,2,2
864,52,5,10,15,20,15,15.00,14.50,3,0,0,1,2,2,2
865,4,6,3,11,11,11,10.00,9.50,2,0,5,0,2,2,2
866,5,6,4,10,10,10,9.00,8.50,2,0,3,0,2,2,2
867,6,6,4,12,12,12,11.00,10.50,0,0,0,0,2,2,2
868,7,6,5,11,11,11,10.00,9.50,2,0,2,1,2,2,2
869,8,6,6,10,10,10,9.00,8.50,1,0,0,1,2,2,2
870,9,6,6,12,12,12,11.00,10.50,2,0,5,1,2,2,2
871,10,6,6,11,11,11,10.00,9.50,1,1,4,0,2,2,2
872,11,6,6,10,10,10,9.00,8.50,1,0,0,0,2,2,2
873,12,6,3,12,12,12,11.00,10.50,0,1,1,0,2,2,2
874,13,6,3,11,11,11,10.00,9.50,1,0,0,1,2,2,2
875,14,6,6,10,10,10,9.00,8.50,2,0,1,0,2,2,2
876,15,6,9,12,12,12,11.00,10.50,1,1,2,1,2,2,2
877,16,6,5,11,11,11,10.00,9.50,3,0,0,0,2,2,2
878,17,6,3,10,10,10,9.00,8.50,0,1,1,1,2,2,2
879,18,6,3,12,12,12,11.00,10.50,2,1,2,1,2,2,2
880,19,6,6,11,11,11,10.00,9.50,2,0,1,1,2,2,2
881,20,6,7,10,10,10,9.00,8.50,1,0,0,0,2,2,2
882,21,6,6,12,12,12,11.00,10.50,2,0,0,1,2,2,2
883,22,6,6,11,11,11,10.00,9.50,3,0,2,0,2,2,2
884,23,6,3,10,10,10,9.00,8.50,2,0,0,1,2,2,2
885,24,6,3,12,12,12,11.00,10.50,0,0,0,0,2,2,2
886,25,6,8,11,11,11,10.00,9.50,3,1,1,1,2,2,2
887,26,6,3,10,10,10,9.00,8.50,2,1,3,0,2,2,2
888,28,6,4,11,11,11,10.00,9.50,0,0,0,0,2,2,2
889,29,6,6,10,10,10,9.00,8.50,2,0,0,0,2,2,2
890,30,6,5,12,12,12,11.00,10.50,2,0,0,1,2,2,2
891,31,6,7,11,11,11,10.00,9.50,1,0,4,0,2,2,2
851,39,5,15,18,19,18,14.00,13.50,2,0,0,0,2,2,2
892,32,6,3,10,10,10,9.00,8.50,1,0,0,0,2,2,2
893,33,6,3,12,12,12,11.00,10.50,2,1,0,1,2,2,2
894,34,6,3,11,11,11,10.00,9.50,1,0,3,0,2,2,2
895,35,6,8,10,10,10,9.00,8.50,0,1,3,0,2,2,2
896,36,6,3,12,12,12,11.00,10.50,3,0,2,0,2,2,2
897,37,6,3,11,11,11,10.00,9.50,3,0,2,1,2,2,2
898,38,6,5,10,10,10,9.00,8.50,1,1,3,0,2,2,2
899,39,6,3,12,12,12,11.00,10.50,2,0,1,0,2,2,2
900,40,6,8,11,11,11,10.00,9.50,0,1,4,0,2,2,2
901,41,6,5,10,10,10,9.00,8.50,2,0,0,1,2,2,2
902,42,6,4,12,12,12,11.00,10.50,0,0,0,1,2,2,2
903,43,6,3,11,11,11,10.00,9.50,2,0,0,1,2,2,2
904,44,6,3,10,10,10,9.00,8.50,2,0,1,0,2,2,2
905,45,6,7,12,12,12,11.00,10.50,1,0,0,1,2,2,2
906,46,6,4,11,11,11,10.00,9.50,1,0,0,1,2,2,2
907,47,6,7,10,10,10,9.00,8.50,2,0,0,0,2,2,2
908,48,6,3,12,12,12,11.00,10.50,1,0,4,1,2,2,2
909,49,6,4,11,11,11,10.00,9.50,3,0,2,0,2,2,2
910,50,6,6,10,10,10,9.00,8.50,1,1,0,0,2,2,2
911,51,6,7,12,12,12,11.00,10.50,1,0,1,0,2,2,2
912,52,6,6,11,11,11,10.00,9.50,2,0,1,0,2,2,2
913,4,7,3,11,11,11,10.00,9.50,2,1,0,1,2,2,2
914,5,7,6,10,10,10,9.00,8.50,2,0,3,0,2,2,2
915,6,7,8,12,12,12,11.00,10.50,3,0,2,1,2,2,2
916,7,7,4,11,11,11,10.00,9.50,3,0,5,1,2,2,2
917,8,7,3,10,10,10,9.00,8.50,2,0,0,0,2,2,2
918,9,7,3,12,12,12,11.00,10.50,2,1,0,1,2,2,2
919,10,7,8,11,11,11,10.00,9.50,2,1,1,1,2,2,2
920,11,7,8,10,10,10,9.00,8.50,2,1,2,0,2,2,2
921,12,7,3,12,12,12,11.00,10.50,2,0,1,1,2,2,2
922,13,7,4,11,11,11,10.00,9.50,3,0,0,0,2,2,2
923,14,7,5,10,10,10,9.00,8.50,3,0,0,0,2,2,2
924,15,7,7,12,12,12,11.00,10.50,2,1,2,1,2,2,2
925,16,7,5,11,11,11,10.00,9.50,1,1,0,0,2,2,2
926,17,7,3,10,10,10,9.00,8.50,0,0,1,0,2,2,2
927,18,7,5,12,12,12,11.00,10.50,1,1,1,0,2,2,2
928,19,7,3,11,11,11,10.00,9.50,2,0,1,1,2,2,2
929,20,7,7,10,10,10,9.00,8.50,2,0,1,1,2,2,2
930,21,7,3,12,12,12,11.00,10.50,1,0,0,0,2,2,2
931,22,7,6,11,11,11,10.00,9.50,3,0,0,1,2,2,2
932,23,7,4,10,10,10,9.00,8.50,1,1,2,1,2,2,2
933,24,7,3,12,12,12,11.00,10.50,1,1,4,1,2,2,2
934,25,7,9,11,11,11,10.00,9.50,3,1,5,0,2,2,2
935,26,7,7,10,10,10,9.00,8.50,2,0,1,0,2,2,2
936,28,7,3,11,11,11,10.00,9.50,3,0,2,1,2,2,2
937,29,7,3,10,10,10,9.00,8.50,2,1,3,1,2,2,2
938,30,7,4,12,12,12,11.00,10.50,1,1,3,1,2,2,2
939,31,7,4,11,11,11,10.00,9.50,2,0,0,0,2,2,2
940,32,7,4,10,10,10,9.00,8.50,1,0,0,0,2,2,2
941,33,7,6,12,12,12,11.00,10.50,2,1,2,0,2,2,2
942,34,7,3,11,11,11,10.00,9.50,1,1,2,0,2,2,2
943,35,7,5,10,10,10,9.00,8.50,1,0,5,0,2,2,2
944,36,7,9,12,12,12,11.00,10.50,1,1,1,1,2,2,2
945,37,7,6,11,11,11,10.00,9.50,0,0,2,1,2,2,2
946,38,7,3,10,10,10,9.00,8.50,1,1,1,0,2,2,2
947,39,7,3,12,12,12,11.00,10.50,3,1,0,0,2,2,2
948,40,7,5,11,11,11,10.00,9.50,2,0,2,0,2,2,2
949,41,7,4,10,10,10,9.00,8.50,0,0,0,1,2,2,2
950,42,7,6,12,12,12,11.00,10.50,1,0,0,0,2,2,2
951,43,7,5,11,11,11,10.00,9.50,0,1,5,0,2,2,2
952,44,7,5,10,10,10,9.00,8.50,2,0,0,1,2,2,2
953,45,7,5,12,12,12,11.00,10.50,3,1,0,1,2,2,2
954,46,7,6,11,11,11,10.00,9.50,3,0,0,0,2,2,2
955,47,7,4,10,10,10,9.00,8.50,2,0,2,1,2,2,2
956,48,7,3,12,12,12,11.00,10.50,2,0,0,0,2,2,2
957,49,7,3,11,11,11,10.00,9.50,1,0,1,0,2,2,2
958,50,7,9,10,10,10,9.00,8.50,0,0,1,0,2,2,2
959,51,7,6,12,12,12,11.00,10.50,1,1,2,0,2,2,2
960,52,7,4,11,11,11,10.00,9.50,1,1,1,1,2,2,2
961,4,8,7,11,15,11,8.00,7.50,3,0,0,1,2,2,2
962,5,8,12,12,13,12,9.00,8.50,3,0,0,0,2,2,2
963,6,8,9,10,12,10,8.00,7.50,3,0,0,1,2,2,2
964,7,8,10,11,13,11,9.00,8.50,2,0,0,0,2,2,2
965,8,8,8,12,14,12,8.00,7.50,2,1,0,0,2,2,2
966,9,8,10,10,14,10,9.00,8.50,0,0,2,0,2,2,2
967,10,8,10,11,15,11,8.00,7.50,3,0,2,0,2,2,2
968,11,8,14,12,16,12,9.00,8.50,0,1,0,0,2,2,2
969,12,8,9,10,12,10,8.00,7.50,1,0,5,1,2,2,2
970,13,8,11,11,14,11,9.00,8.50,0,1,1,0,2,2,2
971,14,8,8,12,14,12,8.00,7.50,3,0,2,0,2,2,2
972,15,8,14,10,13,10,9.00,8.50,1,0,4,1,2,2,2
973,16,8,10,11,12,11,8.00,7.50,1,1,5,1,2,2,2
974,17,8,10,12,16,12,9.00,8.50,2,1,1,1,2,2,2
975,18,8,10,10,11,10,8.00,7.50,3,1,2,0,2,2,2
976,19,8,11,11,12,11,9.00,8.50,4,1,0,1,2,2,2
977,20,8,9,12,13,12,8.00,7.50,4,1,0,0,2,2,2
978,21,8,13,10,13,10,9.00,8.50,4,0,1,1,2,2,2
979,22,8,13,11,11,11,8.00,7.50,1,0,0,1,2,2,2
980,23,8,14,12,16,12,9.00,8.50,1,1,4,0,2,2,2
981,24,8,11,10,11,10,8.00,7.50,2,0,4,0,2,2,2
982,25,8,10,11,11,11,9.00,8.50,1,0,0,0,2,2,2
983,26,8,11,12,15,12,8.00,7.50,3,1,2,1,2,2,2
984,28,8,8,11,15,11,8.00,7.50,2,0,0,0,2,2,2
985,29,8,8,12,13,12,9.00,8.50,2,0,2,1,2,2,2
986,30,8,10,10,10,10,8.00,7.50,4,0,4,0,2,2,2
987,31,8,12,11,12,11,9.00,8.50,0,0,0,1,2,2,2
988,32,8,7,12,14,12,8.00,7.50,2,0,3,0,2,2,2
989,33,8,8,10,11,10,9.00,8.50,0,0,0,0,2,2,2
990,34,8,10,11,15,11,8.00,7.50,1,0,0,1,2,2,2
991,35,8,13,12,12,12,9.00,8.50,2,1,0,0,2,2,2
992,36,8,6,10,13,10,8.00,7.50,2,0,0,0,2,2,2
993,37,8,9,11,15,11,9.00,8.50,1,1,2,1,2,2,2
994,38,8,11,12,15,12,8.00,7.50,3,0,3,1,2,2,2
995,39,8,11,10,13,10,9.00,8.50,3,1,1,0,2,2,2
996,40,8,12,11,13,11,8.00,7.50,2,0,0,1,2,2,2
997,41,8,11,12,13,12,9.00,8.50,4,1,2,1,2,2,2
998,42,8,9,10,12,10,8.00,7.50,3,1,0,0,2,2,2
999,43,8,12,11,12,11,9.00,8.50,1,1,1,1,2,2,2
1000,44,8,10,12,16,12,8.00,7.50,2,0,4,0,2,2,2
1001,45,8,9,10,14,10,9.00,8.50,2,0,0,0,2,2,2
1002,46,8,13,11,13,11,8.00,7.50,4,1,5,0,2,2,2
1003,47,8,12,12,14,12,9.00,8.50,1,0,4,0,2,2,2
1004,48,8,9,10,12,10,8.00,7.50,4,1,3,0,2,2,2
1005,49,8,10,11,13,11,9.00,8.50,0,0,0,1,2,2,2
1006,50,8,8,12,12,12,8.00,7.50,3,1,0,1,2,2,2
1007,51,8,15,10,14,10,9.00,8.50,1,0,3,1,2,2,2
1008,52,8,12,11,12,11,8.00,7.50,2,0,5,0,2,2,2
1009,4,9,11,11,12,11,8.00,7.50,1,0,2,0,2,2,2
1010,5,9,12,12,13,12,9.00,8.50,1,1,0,1,2,2,2
1011,6,9,8,10,14,10,8.00,7.50,4,0,1,1,2,2,2
1012,7,9,13,11,12,11,9.00,8.50,1,0,3,1,2,2,2
1013,8,9,11,12,13,12,8.00,7.50,2,1,0,1,2,2,2
1014,9,9,12,10,11,10,9.00,8.50,4,1,4,1,2,2,2
1015,10,9,11,11,12,11,8.00,7.50,2,0,0,1,2,2,2
1016,11,9,13,12,13,12,9.00,8.50,2,0,4,1,2,2,2
1017,12,9,6,10,11,10,8.00,7.50,1,0,4,1,2,2,2
1018,13,9,13,11,15,11,9.00,8.50,2,0,0,1,2,2,2
1019,14,9,10,12,13,12,8.00,7.50,4,0,0,0,2,2,2
1020,15,9,11,10,10,10,9.00,8.50,2,0,4,1,2,2,2
1021,16,9,8,11,11,11,8.00,7.50,2,1,2,0,2,2,2
1022,17,9,11,12,13,12,9.00,8.50,2,0,1,0,2,2,2
1023,18,9,13,10,11,10,8.00,7.50,2,1,0,0,2,2,2
1024,19,9,12,11,14,11,9.00,8.50,1,0,3,1,2,2,2
1025,20,9,7,12,16,12,8.00,7.50,0,0,5,0,2,2,2
1026,21,9,12,10,13,10,9.00,8.50,3,0,5,0,2,2,2
1027,22,9,9,11,14,11,8.00,7.50,0,0,5,1,2,2,2
1028,23,9,10,12,16,12,9.00,8.50,0,1,0,0,2,2,2
1029,24,9,9,10,14,10,8.00,7.50,0,0,0,0,2,2,2
1030,25,9,8,11,12,11,9.00,8.50,3,0,2,1,2,2,2
1031,26,9,10,12,16,12,8.00,7.50,0,1,0,1,2,2,2
1032,28,9,7,11,12,11,8.00,7.50,4,1,1,0,2,2,2
1033,29,9,12,12,12,12,9.00,8.50,2,1,2,0,2,2,2
1034,30,9,8,10,11,10,8.00,7.50,3,0,3,0,2,2,2
1035,31,9,14,11,14,11,9.00,8.50,1,0,1,1,2,2,2
1036,32,9,10,12,14,12,8.00,7.50,4,0,0,0,2,2,2
1037,33,9,9,10,11,10,9.00,8.50,1,0,3,0,2,2,2
1038,34,9,13,11,11,11,8.00,7.50,4,0,0,1,2,2,2
1039,35,9,12,12,14,12,9.00,8.50,2,0,0,0,2,2,2
1040,36,9,8,10,14,10,8.00,7.50,2,0,0,0,2,2,2
1041,37,9,8,11,14,11,9.00,8.50,2,0,1,1,2,2,2
1042,38,9,12,12,15,12,8.00,7.50,0,1,4,0,2,2,2
1043,39,9,13,10,11,10,9.00,8.50,3,0,2,0,2,2,2
1044,40,9,11,11,14,11,8.00,7.50,0,0,0,0,2,2,2
1045,41,9,11,12,12,12,9.00,8.50,1,1,1,0,2,2,2
1046,42,9,13,10,11,10,8.00,7.50,4,0,4,1,2,2,2
1047,43,9,13,11,12,11,9.00,8.50,2,0,0,0,2,2,2
1048,44,9,9,12,15,12,8.00,7.50,2,0,0,1,2,2,2
1049,45,9,10,10,11,10,9.00,8.50,1,1,4,0,2,2,2
1050,46,9,10,11,14,11,8.00,7.50,1,0,1,1,2,2,2
1051,47,9,10,12,13,12,9.00,8.50,4,1,0,1,2,2,2
1052,48,9,9,10,11,10,8.00,7.50,1,1,0,0,2,2,2
1053,49,9,8,11,15,11,9.00,8.50,4,1,5,1,2,2,2
1054,50,9,14,12,16,12,8.00,7.50,1,0,1,0,2,2,2
1055,51,9,11,10,11,10,9.00,8.50,1,1,1,1,2,2,2
1056,52,9,10,11,12,11,8.00,7.50,2,0,0,0,2,2,2
1057,4,10,6,7,7,7,6.00,5.50,1,0,0,1,2,2,2
1058,5,10,6,8,8,8,7.00,6.50,2,1,0,0,2,2,2
1059,6,10,7,7,7,7,6.00,5.50,0,0,3,1,2,2,2
1060,7,10,6,8,8,8,7.00,6.50,2,1,3,0,2,2,2
1061,8,10,8,7,7,7,6.00,5.50,1,1,0,0,2,2,2
1062,9,10,7,8,8,8,7.00,6.50,0,1,0,1,2,2,2
1063,10,10,7,7,7,7,6.00,5.50,0,0,2,0,2,2,2
1064,11,10,5,8,8,8,7.00,6.50,0,1,0,1,2,2,2
1065,12,10,8,7,7,7,6.00,5.50,1,0,0,1,2,2,2
1066,13,10,6,8,8,8,7.00,6.50,1,0,0,0,2,2,2
1067,14,10,5,7,7,7,6.00,5.50,1,1,0,0,2,2,2
1068,15,10,6,8,8,8,7.00,6.50,1,1,0,0,2,2,2
1069,16,10,7,7,7,7,6.00,5.50,1,1,1,1,2,2,2
1070,17,10,6,8,8,8,7.00,6.50,2,0,0,0,2,2,2
1071,18,10,7,7,7,7,6.00,5.50,0,1,5,1,2,2,2
1072,19,10,8,8,8,8,7.00,6.50,2,0,0,1,2,2,2
1073,20,10,8,7,7,7,6.00,5.50,1,1,0,1,2,2,2
1074,21,10,7,8,8,8,7.00,6.50,1,1,3,0,2,2,2
